title,slug,primary_keyword,search_intent,country,tier,category_cluster,suggested_internal_links
"Why nimodipine matters after subarachnoid hemorrhage (NCLEX style)?","why-nimodipine-matters-after-subarachnoid-hemorrhage-8-nclex-style-57","Why nimodipine matters after subarachnoid hemorrhage NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How Parkinson dopamine depletion explains rigidity and mask (NCLEX style)?","how-parkinson-dopamine-depletion-explains-rigidity-and-mask-9-nclex-style-58","How Parkinson dopamine depletion explains rigidity and mask NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between generalized vs focal seizure recognition (NCLEX style)?","difference-between-generalized-vs-focal-seizure-recognition-10-nclex-style-59","Difference between generalized vs focal seizure recognition NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why sepsis causes refractory hypotension distributive shock (NCLEX style)?","why-sepsis-causes-refractory-hypotension-distributive-shock-nclex-style-60","Why sepsis causes refractory hypotension distributive shock NCLEX style",exam-prep,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How SIRS criteria differ from qSOFA at bedside practicality (NCLEX style)?","how-sirs-criteria-differ-from-qsofa-at-bedside-practicality-2-nclex-style-61","How SIRS criteria differ from qSOFA at bedside practicality NCLEX style",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX lactate trend in sepsis resuscitation why it matters (NCLEX style)?","nclex-lactate-trend-in-sepsis-resuscitation-why-it-matters-3-nclex-style-62","NCLEX lactate trend in sepsis resuscitation why it matters NCLEX style",exam-prep,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes warm vs cold shock presentation pediatric vs adult (NCLEX style)?","what-causes-warm-vs-cold-shock-presentation-pediatric-vs-adult-4-nclex-style-63","What causes warm vs cold shock presentation pediatric vs adult NCLEX style",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why source control timing matters in abscess and line infection (NCLEX style)?","why-source-control-timing-matters-in-abscess-and-line-infection-5-nclex-style-64","Why source control timing matters in abscess and line infection NCLEX style",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How endotoxin triggers cytokine storm simplified nursing lens (NCLEX style)?","how-endotoxin-triggers-cytokine-storm-simplified-nursing-lens-6-nclex-style-65","How endotoxin triggers cytokine storm simplified nursing lens NCLEX style",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes meningitis triad exceptions in older adults (NCLEX style)?","what-causes-meningitis-triad-exceptions-in-older-adults-7-nclex-style-66","What causes meningitis triad exceptions in older adults NCLEX style",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why neutropenic fever needs rapid cultures before delays (NCLEX style)?","why-neutropenic-fever-needs-rapid-cultures-before-delays-8-nclex-style-67","Why neutropenic fever needs rapid cultures before delays NCLEX style",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How biofilms protect catheter UTIs from antibiotics (bedside to boards)?","how-biofilms-protect-catheter-utis-from-antibiotics-9-bedside-to-boards-68","How biofilms protect catheter UTIs from antibiotics bedside to boards",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between colonization and infection in cultures (bedside to boards)?","difference-between-colonization-and-infection-in-cultures-10-bedside-to-boards-69","Difference between colonization and infection in cultures bedside to boards",informational,Global,RN,"infection-sepsis-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why anemia of chronic disease shows low iron with high ferritin (bedside to boards)?","why-anemia-of-chronic-disease-shows-low-iron-with-high-ferritin-bedside-to-boards-70","Why anemia of chronic disease shows low iron with high ferritin bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How anticoagulants shift bleeding risk vs clot prevention NCLEX (bedside to boards)?","how-anticoagulants-shift-bleeding-risk-vs-clot-prevention-nclex-2-bedside-to-boards-71","How anticoagulants shift bleeding risk vs clot prevention NCLEX bedside to boards",exam-prep,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes tumor lysis syndrome electrolyte bombs (bedside to boards)?","what-causes-tumor-lysis-syndrome-electrolyte-bombs-3-bedside-to-boards-72","What causes tumor lysis syndrome electrolyte bombs bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX priority low platelets with head injury bleeding watch (bedside to boards)?","nclex-priority-low-platelets-with-head-injury-bleeding-watch-4-bedside-to-boards-73","NCLEX priority low platelets with head injury bleeding watch bedside to boards",exam-prep,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why neutropenic precautions isolate vulnerable patients (bedside to boards)?","why-neutropenic-precautions-isolate-vulnerable-patients-5-bedside-to-boards-74","Why neutropenic precautions isolate vulnerable patients bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How hemolysis raises indirect bilirubin pattern (bedside to boards)?","how-hemolysis-raises-indirect-bilirubin-pattern-6-bedside-to-boards-75","How hemolysis raises indirect bilirubin pattern bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes sickle pain crisis vaso-occlusion triggers (bedside to boards)?","what-causes-sickle-pain-crisis-vaso-occlusion-triggers-7-bedside-to-boards-76","What causes sickle pain crisis vaso-occlusion triggers bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why heparin-induced thrombocytopenia is an immune paradox (bedside to boards)?","why-heparin-induced-thrombocytopenia-is-an-immune-paradox-8-bedside-to-boards-77","Why heparin-induced thrombocytopenia is an immune paradox bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How radiation mucositis changes nutrition and infection risk (bedside to boards)?","how-radiation-mucositis-changes-nutrition-and-infection-risk-9-bedside-to-boards-78","How radiation mucositis changes nutrition and infection risk bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between iron deficiency vs B12 deficiency smears hinted (bedside to boards)?","difference-between-iron-deficiency-vs-b12-deficiency-smears-hinted-10-bedside-to-boards-79","Difference between iron deficiency vs B12 deficiency smears hinted bedside to boards",informational,Global,RN,"hematology-oncology-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
