lesson_title,slug,tier_group,subgroup,profession_tier_pathway,source,status,notes,recommended_action
"Opioid Monitoring: UDS Interpretation, Prescription Drug Monitoring Program, and Aberrant Behavior",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug chronic-pain-non-opioid-safe-opioid.,add missing
"Opioid risk — monitoring & reversal themes (AGPCNP, US)",opioid-toxicity-naloxone-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Opioid risk — monitoring & reversal themes (FNP, US)",opioid-toxicity-naloxone-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Opioid risk — monitoring & reversal themes (PMHNP, US)",opioid-toxicity-naloxone-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Opioid Tapering and Transitioning: Reducing Dose Safely and Managing Withdrawal Symptoms,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug chronic-pain-non-opioid-safe-opioid.,add missing
"Oral Rehydration Therapy: ORS Protocol, Feeding During Illness, and Anti-Emetic Use in ORT",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pediatric-dehydration-severity-rehydration.,add missing
"Organic vs Non-Organic FTT: Red Flags for Malabsorption, Cardiac, Endocrine, and Social Causes",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug failure-to-thrive-assessment-workup.,add missing
Orthostatic Hypotension and Medication-Induced Syncope: Workup and Risk Factors,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug syncope-differential-vasovagal-cardiac-neuro.,add missing
"OSA Screening: STOP-BANG Score, Epworth Scale, and Clinical Prediction in High-Risk Populations",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug osa-screening-diagnosis-management.,add missing
"Osteoarthritis Management: Analgesic Ladder, Topical NSAIDs, Intra-Articular Injections, and Referral",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug oa-vs-ra-management-referral.,add missing
"Ottawa Ankle and Knee Rules: Bony Tenderness Criteria, Weight-Bearing Assessment, and Radiograph Indications",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug acute-musculoskeletal-injury-ottawa-rules.,add missing
"OUD Diagnosis: DSM-5 Criteria, DAST Screening, Severity Classification, and Overdose Risk Assessment",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug oud-moud-buprenorphine-naltrexone-primary-care.,add missing
Outpatient Management vs Urgent Nephrology Referral vs Hospital Admission Decision,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug aki-outpatient-prerenal-intrinsic-referral.,add missing
"Outpatient neurology triage (AGPCNP, US)",np-neurology-outpatient-primary-care-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Outpatient neurology triage (Canadian NP (primary care)),np-neurology-outpatient-primary-care-gold,NP,,NP / ca-np-cnple,scoped gold injection → ca-np-cnple,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Outpatient neurology triage (FNP, US)",np-neurology-outpatient-primary-care-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Outpatient neurology triage (PNP-PC, US)",np-neurology-outpatient-primary-care-gold,NP,,NP / us-np-pnp-pc,scoped gold injection → us-np-pnp-pc,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Outpatient neurology triage (WHNP, US)",np-neurology-outpatient-primary-care-gold,NP,,NP / us-np-whnp,scoped gold injection → us-np-whnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Outpatient Treatment: TMP-SMX vs Doxycycline — Dosing, Duration, and I&D Decision",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug mrsa-primary-care-recognition-treatment.,add missing
Overflow unit prioritization — FNP certification preparation (United States),bp26-usnp-x029-overflow-unit-prioritization,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
"PAD Management in Primary Care: Antiplatelet Therapy, Statin, Exercise Rehabilitation, and Smoking Cessation",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pad-venous-insufficiency-diagnosis-management.,add missing
"PAD vs CVI Differentiation: ABI Interpretation, Wound Characteristics, and Symptom Profiles",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pad-venous-insufficiency-diagnosis-management.,add missing
"Pain & sedation — multimodal & opioid risk (AGPCNP, US)",med-family-pain-sedation-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pain & sedation — multimodal & opioid risk (FNP, US)",med-family-pain-sedation-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pain & sedation — multimodal & opioid risk (PMHNP, US)",med-family-pain-sedation-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Panic Disorder: Recognizing Panic Attacks, Agoraphobia, and Distinguishing from Medical Presentations",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gad-panic-disorder-diagnosis-management.,add missing
"PCOS Diagnosis: Rotterdam Criteria, Androgen Testing, Ultrasound, and Differential Diagnosis",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pcos-diagnosis-management.,add missing
"PE — recognition & escalation (AGPCNP, US)",pulmonary-embolism-recognition-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"PE — recognition & escalation (FNP, US)",pulmonary-embolism-recognition-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"PE — recognition & escalation (PMHNP, US)",pulmonary-embolism-recognition-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric Anxiety Disorders: GAD, Separation Anxiety, Social Anxiety — DSM Criteria by Age",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pediatric-anxiety-depression-recognition-prescribing.,add missing
"Pediatric Asthma Diagnosis: Clinical Criteria, Spirometry Age Limitations, and Asthma vs Viral Wheeze",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pediatric-asthma-stepwise-acute.,add missing
"Pediatric Depression Recognition: PHQ-A Scoring, Somatic Presentation in Children, and School Impact",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pediatric-anxiety-depression-recognition-prescribing.,add missing
"Pediatric fever case study — dehydration & sepsis (AGPCNP, US)",clinical-casebook-pediatric-fever-dehydration-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric fever case study — dehydration & sepsis (FNP, US)",clinical-casebook-pediatric-fever-dehydration-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric fever case study — dehydration & sepsis (PMHNP, US)",clinical-casebook-pediatric-fever-dehydration-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Pediatric fever: risk stratification without over-testing (FNP),fnp-pediatric-fever-urgency,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
Pediatric Red Flags: Neonatal and Infant Don't-Miss Diagnoses,np-p2-peds-rf-2a,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Pediatric Red Flags: Toddler, School Age, and Adolescent Emergencies",np-p2-peds-rf-2b,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Pediatric urgent triage in primary care (AGPCNP, US)",pediatric-triage-emergencies-gold-standard,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric urgent triage in primary care (FNP, US)",pediatric-triage-emergencies-gold-standard,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric urgent triage in primary care (PMHNP, US)",pediatric-triage-emergencies-gold-standard,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric well-child & prevention (AGPCNP, US)",np-pediatric-well-child-prevention-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Pediatric well-child & prevention (Canadian NP (primary care)),np-pediatric-well-child-prevention-gold,NP,,NP / ca-np-cnple,scoped gold injection → ca-np-cnple,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pediatric well-child & prevention (FNP, US)",np-pediatric-well-child-prevention-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric well-child & prevention (PNP-PC, US)",np-pediatric-well-child-prevention-gold,NP,,NP / us-np-pnp-pc,scoped gold injection → us-np-pnp-pc,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pediatric well-child & prevention (WHNP, US)",np-pediatric-well-child-prevention-gold,NP,,NP / us-np-whnp,scoped gold injection → us-np-whnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Perimenopausal and Postmenopausal Bleeding: Endometrial Hyperplasia, Cancer — Workup Algorithm",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug abnormal-uterine-bleeding-differential-management.,add missing
"Pharmacodynamic Interactions: QT Prolongation, Serotonin Syndrome, and Bleeding Risk Combinations",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug drug-interactions-primary-care-significant.,add missing
"Pharmacotherapy: Naltrexone, Acamprosate, Disulfiram — Indications, Contraindications, and Monitoring",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug aud-sbirt-pharmacotherapy.,add missing
"PHQ-9 and GAD-7 Administration: Scoring, Cutoffs, and Severity Classification",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug depression-anxiety-screening-phq9-gad7.,add missing
"Physical Abuse Recognition: Sentinel Injuries, Inconsistent History, Bruising Patterns, and Fracture Red Flags",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug child-abuse-recognition-reporting.,add missing
"Pneumonia — outpatient versus inpatient framing (AGPCNP, US)",pneumonia-cap-nursing-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pneumonia — outpatient versus inpatient framing (FNP, US)",pneumonia-cap-nursing-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pneumonia — outpatient versus inpatient framing (PMHNP, US)",pneumonia-cap-nursing-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Polypharmacy & deprescribing (AGPCNP, US — adult–gerontology depth)",np-geriatrics-polypharmacy-deprescribing-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Polypharmacy & deprescribing (Canadian NP (primary care)),np-geriatrics-polypharmacy-deprescribing-gold,NP,,NP / ca-np-cnple,scoped gold injection → ca-np-cnple,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Polypharmacy & deprescribing (FNP, US)",np-geriatrics-polypharmacy-deprescribing-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Polypharmacy & deprescribing (PNP-PC, US — pediatric primary care cross-age awareness)",np-geriatrics-polypharmacy-deprescribing-gold,NP,,NP / us-np-pnp-pc,scoped gold injection → us-np-pnp-pc,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Polypharmacy & deprescribing (WHNP, US — women’s-health primary care)",np-geriatrics-polypharmacy-deprescribing-gold,NP,,NP / us-np-whnp,scoped gold injection → us-np-whnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Polypharmacy Review: Medication Burden, Drug-Disease Interactions, and Deprescribing Triggers",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug geriatric-assessment-falls-polypharmacy-frailty.,add missing
"Pooled Cohort Equations: Inputs, Interpretation, Race/Ethnicity Limitations, and Risk Enhancers",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug cardiovascular-risk-pooled-cohort-prevention.,add missing
Positive Non-Invasive Screen Management: FIT-Positive and Cologuard-Positive Next Steps,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug colorectal-cancer-screening-modality.,add missing
"Positive Screen Management: Immediate Safety Assessment, Treatment Initiation vs Referral",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug depression-anxiety-screening-phq9-gad7.,add missing
"Post-Hysterectomy, DES Exposure, and Immunocompromised — Modified Screening Criteria",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug cervical-cancer-screening-pap-hpv.,add missing
"Potency Classification: Class I–VII, Vehicle Types, and Choosing Appropriate Potency by Site",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug topical-corticosteroids-potency-use.,add missing
PPD Risk Factors and Diagnosis: DSM-5 Criteria and Severity Assessment,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug postpartum-depression-screening-management.,add missing
"PPD Screening: Edinburgh Scale Administration, Timing, and Baby Blues vs PPD vs Postpartum Psychosis",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug postpartum-depression-screening-management.,add missing
"Pre-PrEP Testing: HIV, Renal Function, Hepatitis B, STI Screen — Baseline and Monitoring Protocol",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug prep-hiv-prevention-prescribing-monitoring.,add missing
Pre-Renal vs Intrinsic vs Post-Renal Differentiation: Clinical Clues and FeNa Limitations,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug aki-outpatient-prerenal-intrinsic-referral.,add missing
"Pre-Transfer Bundle: IV Access, Blood Cultures, IV Fluid Initiation, Antibiotic Timing, and EMS Activation",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug sepsis-recognition-outpatient-qsofa-transfer.,add missing
"Preconception Risk Assessment: Chronic Disease Optimization, Genetic Screening, and Infection Workup",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug preconception-counseling-medication-safety.,add missing
"Prediabetes Screening Criteria: USPSTF Recommendations, ADA Risk Score, and Diagnostic Thresholds",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug prediabetes-screening-lifestyle-counseling.,add missing
Prenatal anemia: interpretation and escalation (FNP),fnp-womens-prenatal-anemia-workup,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
"PrEP Eligibility: Indication Criteria, USPSTF Grade A Recommendation, and Risk Screening Tools",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug prep-hiv-prevention-prescribing-monitoring.,add missing
"PrEP for HIV Prevention: Eligibility, Prescribing, and Monitoring",prep-hiv-prevention-prescribing-monitoring,NP,,NP / NP advanced batch 01,data/phase2/np-advanced-batch-01-lessons.json,present but thin/incomplete,"Draft batch lesson body exists in JSON, but the batch is not a routed pathway catalog source.",complete
"PrEP Regimens: Daily TDF/FTC, TAF/FTC, and Injectable Cabotegravir — Selection and Comparison",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug prep-hiv-prevention-prescribing-monitoring.,add missing
"Prescription Pharmacotherapy: Varenicline and Bupropion — Efficacy, Contraindications, and Monitoring",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug smoking-cessation-pharmacotherapy-counseling.,add missing
"Prevention Counseling: Hydration Goals, Dietary Modifications by Stone Type, and Pharmacological Prevention",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug nephrolithiasis-evaluation-management-prevention.,add missing
"Primary Care Response: Referral Timing, Surveillance Frequency, and Postpartum Follow-Up Planning",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gestational-dm-htn-recognition-referral.,add missing
"Primary Care Role in MS Management: DMT Side Effect Monitoring, Fatigue, and Bladder Co-Management",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug multiple-sclerosis-primary-care-monitoring.,add missing
"Primary Headache Disorders: Migraine, Cluster, and Tension-Type Clinical Criteria",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug headache-differential-red-flags.,add missing
"Primary Prevention Interventions: Aspirin Decision (USPSTF 2022), Statin Threshold, and Lifestyle Counseling",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug cardiovascular-risk-pooled-cohort-prevention.,add missing
"Primary vs Secondary Adrenal Insufficiency: Clinical Features, ACTH Stimulation Test, and Causes",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug adrenal-insufficiency-stress-dosing-management.,add missing
Primary vs Secondary vs Delayed Primary Closure: Decision Framework by Wound Type and Location,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug wound-assessment-closure-decisions.,add missing
"Progestin-Only and Non-Hormonal Options: POP, Implant, LNG-IUD, Copper IUD — Selection Criteria",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug contraception-counseling-efficacy-safety.,add missing
"Prophylactic Agent Selection: Topiramate, Valproate, Beta-Blockers, TCAs, and CGRP Antagonists",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug migraine-prophylaxis-abortive-therapy.,add missing
"Prophylaxis During ULT Initiation, Dietary Modification, and Diuretic/Medication Review",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gout-diagnosis-acute-urate-lowering.,add missing
"Prostate Cancer Screening: PSA Shared Decision-Making, USPSTF Recommendations, and Risk Stratification",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug mens-health-screening-prostate-testosterone.,add missing
Psoriasis and Atopic Dermatitis: Stepwise Treatment and Biologic Referral Criteria,psoriasis-atopic-dermatitis-stepwise-biologic,NP,,NP / NP advanced batch 01,data/phase2/np-advanced-batch-01-lessons.json,present but thin/incomplete,"Draft batch lesson body exists in JSON, but the batch is not a routed pathway catalog source.",complete
"Psoriasis Classification: Plaque, Guttate, Inverse, and Psoriatic Arthritis Recognition",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug psoriasis-atopic-dermatitis-stepwise-biologic.,add missing
Psoriasis Stepwise Treatment: Topical → Phototherapy → Conventional Systemic → Biologics,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug psoriasis-atopic-dermatitis-stepwise-biologic.,add missing
Psychiatric Red Flags: New-Onset Psychosis and Acute Agitation,np-p2-psych-rf-2b,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Psychiatric Red Flags: Suicidality and Lethal Self-Harm Risk,np-p2-psych-rf-2a,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Psychosis and Acute Mania: Recognition, Safety Risk, and Involuntary Hold Criteria",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug psychiatric-red-flags-safety.,add missing
"Psychosis Recognition: Positive Symptoms, Negative Symptoms, and Medical vs Substance-Induced Differential",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug first-episode-psychosis-recognition-referral.,add missing
"Psychosocial and Sleep-Related Fatigue: MDD, OSA, and Chronic Fatigue Syndrome",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug fatigue-differential-endocrine-psych.,add missing
"Psychotherapy Referral: CBT Evidence, Combined Treatment Advantage, and When Medication Alone Is Insufficient",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gad-panic-disorder-diagnosis-management.,add missing
"Psychotherapy-First Approach: CBT Evidence in Pediatrics, Parent Involvement, and Prescribe vs Refer Decision",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug pediatric-anxiety-depression-recognition-prescribing.,add missing
"Psychotropics — titration, EPS, & metabolic monitoring (AGPCNP, US)",med-family-psychotropic-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Psychotropics — titration, EPS, & metabolic monitoring (FNP, US)",med-family-psychotropic-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Psychotropics — titration, EPS, & metabolic monitoring (PMHNP, US)",med-family-psychotropic-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"PTSD Screening: PC-PTSD-5 Tool, DSM-5 Criteria, and High-Risk Populations in Primary Care",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug ptsd-primary-care-screening-management.,add missing
