productionPriority,priorityScore,lessonTitle,pathway,pathwayId,slug,cluster,productionCluster,currentImageStatus,backlogReason,whyImageryNeeded,recommendedImageType,recommendedFilename,suggestedAltText,educationalRationale,seoRationale,clinicalImportance,visualComplexity,visualNecessity,seoImportance,educationalValue,trafficPotential,suggestedImagePrompt,productionNotes,matchedInventoryFilename,fallbackSourceUsed,sharedVisualSystemId,duplicateGroupId
LOW,47,Sterile Technique vs Clean Technique,NCLEX-RN (United States),us-rn-nclex-rn,proc-skill-sterile-vs-clean-technique-rn,Other clinical,other,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: comparison table (Other clinical). Visual reinforcement improves retention.,comparison_table,sterile-technique-vs-clean-technique.webp,Sterile Technique vs Clean Technique — clinical illustration,Visual necessity 49/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""proc-skill-sterile-vs-clean-technique-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,37,49,26,41,22,"Premium NurseNest clinical education illustration for ""Sterile Technique vs Clean Technique"". Type: comparison table. Cluster: Other clinical. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,,,comparison_matrix,dup-0018
LOW,47,Anticoagulants,NCLEX-RN (United States),us-rn-nclex-rn,us-rn-anticoagulants,Other clinical,other,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,anticoagulants.webp,Anticoagulants — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""us-rn-anticoagulants"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",35,39,43,26,40,22,"Premium NurseNest clinical education illustration for ""Anticoagulants"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,,,,
LOW,47,Weaning from Mechanical Ventilation,NCLEX-RN (United States),us-rn-nclex-rn,weaning-mechanical-ventilation-nclex,Respiratory,respiratory,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: nursing workflow (Respiratory). Visual reinforcement improves retention.,nursing_workflow,weaning-from-mechanical-ventilation.webp,Weaning from Mechanical Ventilation — clinical illustration,Visual necessity 43/100 — nursing workflow reinforces mode/workflow diagram with safety checkpoints for bedside nurses. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""weaning-mechanical-ventilation-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",35,39,43,26,40,22,"Premium NurseNest clinical education illustration for ""Weaning from Mechanical Ventilation"". Type: nursing workflow. Cluster: Respiratory. Mode/workflow diagram with safety checkpoints for bedside nurses. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Mode/workflow diagram with safety checkpoints for bedside nurses.,,,ventilation_workflow,dup-0022
LOW,46,Acute Bronchitis vs Chronic Bronchitis,NCLEX-RN (United States),us-rn-nclex-rn,acute-vs-chronic-bronchitis-nclex,Respiratory,respiratory,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: comparison table (Respiratory). Visual reinforcement improves retention.,comparison_table,acute-bronchitis-vs-chronic-bronchitis.webp,Acute Bronchitis vs Chronic Bronchitis — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""acute-vs-chronic-bronchitis-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Acute Bronchitis vs Chronic Bronchitis"". Type: comparison table. Cluster: Respiratory. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,,,comparison_matrix,dup-0018
LOW,46,Hypoxia vs Hypoxemia,NCLEX-RN (United States),us-rn-nclex-rn,hypoxia-vs-hypoxemia-nclex,Respiratory,respiratory,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: comparison table (Respiratory). Visual reinforcement improves retention.,comparison_table,hypoxia-vs-hypoxemia.webp,Hypoxia vs Hypoxemia — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""hypoxia-vs-hypoxemia-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Hypoxia vs Hypoxemia"". Type: comparison table. Cluster: Respiratory. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,,,comparison_matrix,dup-0018
LOW,46,Basic Wound Care,NCLEX-RN (United States),us-rn-nclex-rn,proc-skill-basic-wound-care-rn,Other clinical,other,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,basic-wound-care.webp,Basic Wound Care — clinical illustration,Visual necessity 46/100 — clinical illustration reinforces layered tissue / depth visual with staging or assessment cues. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""proc-skill-basic-wound-care-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Basic Wound Care"". Type: clinical illustration. Cluster: Other clinical. Layered tissue / depth visual with staging or assessment cues. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Layered tissue / depth visual with staging or assessment cues.,,,integumentary_clinical,dup-0017
LOW,45,Anticoagulants: Bleeding Risk,NCLEX-RN (United States),us-rn-nclex-rn,anticoagulants-bleeding-risk,Other clinical,other,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,anticoagulants-bleeding-risk.webp,Anticoagulants: Bleeding Risk — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""anticoagulants-bleeding-risk"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,26,37,22,"Premium NurseNest clinical education illustration for ""Anticoagulants: Bleeding Risk"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,,,,
LOW,44,Airborne vs Droplet vs Contact Precautions,NCLEX-RN (United States),us-rn-nclex-rn,airborne-droplet-contact-respiratory-precautions-nclex,Respiratory,respiratory,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: comparison table (Respiratory). Visual reinforcement improves retention.,comparison_table,airborne-vs-droplet-vs-contact-precautions.webp,Airborne vs Droplet vs Contact Precautions — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 20/100; slug ""airborne-droplet-contact-respiratory-precautions-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,20,39,17,"Premium NurseNest clinical education illustration for ""Airborne vs Droplet vs Contact Precautions"". Type: comparison table. Cluster: Respiratory. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,,,comparison_matrix,dup-0018
LOW,44,Early vs Late Signs of Respiratory,NCLEX-RN (United States),us-rn-nclex-rn,early-late-respiratory-distress-signs-nclex,Respiratory,respiratory,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: comparison table (Respiratory). Visual reinforcement improves retention.,comparison_table,early-vs-late-signs-of-respiratory.webp,Early vs Late Signs of Respiratory — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 20/100; slug ""early-late-respiratory-distress-signs-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,20,39,17,"Premium NurseNest clinical education illustration for ""Early vs Late Signs of Respiratory"". Type: comparison table. Cluster: Respiratory. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,,,comparison_matrix,dup-0018
LOW,44,Respiratory Acidosis vs Alkalosis,NCLEX-RN (United States),us-rn-nclex-rn,respiratory-acidosis-alkalosis-clinical-nclex,Respiratory,respiratory,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: comparison table (Respiratory). Visual reinforcement improves retention.,comparison_table,respiratory-acidosis-vs-alkalosis.webp,Respiratory Acidosis vs Alkalosis — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 20/100; slug ""respiratory-acidosis-alkalosis-clinical-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,20,39,17,"Premium NurseNest clinical education illustration for ""Respiratory Acidosis vs Alkalosis"". Type: comparison table. Cluster: Respiratory. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,,,comparison_matrix,dup-0018
LOW,33,Cardioversion vs Defibrillation,NCLEX-RN (United States),us-rn-nclex-rn,defibrillation-vs-synchronized-cardioversion-nclex-rn,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: algorithm flowchart (Other clinical). Visual reinforcement improves retention.,algorithm_flowchart,cardioversion-vs-defibrillation.webp,Cardioversion vs Defibrillation — clinical illustration,Visual necessity 55/100 — algorithm flowchart reinforces acls-style algorithm with numbered branches and mint accent decision nodes. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 20/100; slug ""defibrillation-vs-synchronized-cardioversion-nclex-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,40,55,20,45,17,"Premium NurseNest clinical education illustration for ""Cardioversion vs Defibrillation"". Type: algorithm flowchart. Cluster: Other clinical. ACLS-style algorithm with numbered branches and mint accent decision nodes. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",ACLS-style algorithm with numbered branches and mint accent decision nodes.,heart-anatomy-blood-flow.svg,clinical_illustration,acls_algorithm,dup-0012
LOW,33,Anticoagulants – monitoring & safety,NCLEX-RN (United States),us-rn-nclex-rn,med-family-anticoagulants-gold,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,anticoagulants-monitoring-safety.webp,Anticoagulants – monitoring & safety — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""med-family-anticoagulants-gold"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",35,39,43,26,40,22,"Premium NurseNest clinical education illustration for ""Anticoagulants – monitoring & safety"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,atrial-fibrillation.svg,clinical_illustration,,dup-0008
LOW,32,Aortic Stenosis vs Aortic Regurgitation,NCLEX-RN (United States),us-rn-nclex-rn,aortic-stenosis-vs-aortic-regurgitation,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: comparison table (Other clinical). Visual reinforcement improves retention.,comparison_table,aortic-stenosis-vs-aortic-regurgitation.webp,Aortic Stenosis vs Aortic Regurgitation — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""aortic-stenosis-vs-aortic-regurgitation"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Aortic Stenosis vs Aortic Regurgitation"". Type: comparison table. Cluster: Other clinical. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,heart-anatomy-blood-flow.svg,clinical_illustration,comparison_matrix,dup-0012
LOW,32,Arterial vs Venous Ulcers,NCLEX-RN (United States),us-rn-nclex-rn,arterial-ulcers-vs-venous-ulcers,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: comparison table (Other clinical). Visual reinforcement improves retention.,comparison_table,arterial-vs-venous-ulcers.webp,Arterial vs Venous Ulcers — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""arterial-ulcers-vs-venous-ulcers"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Arterial vs Venous Ulcers"". Type: comparison table. Cluster: Other clinical. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,heart-anatomy-blood-flow.svg,clinical_illustration,comparison_matrix,dup-0012
LOW,32,Hypertensive Crisis vs Urgency,NCLEX-RN (United States),us-rn-nclex-rn,hypertensive-crisis-vs-urgency,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: comparison table (Other clinical). Visual reinforcement improves retention.,comparison_table,hypertensive-crisis-vs-urgency.webp,Hypertensive Crisis vs Urgency — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""hypertensive-crisis-vs-urgency"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Hypertensive Crisis vs Urgency"". Type: comparison table. Cluster: Other clinical. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,hypertension.svg,clinical_illustration,comparison_matrix,dup-0011
LOW,32,Mitral Stenosis vs Mitral Regurgitation,NCLEX-RN (United States),us-rn-nclex-rn,mitral-stenosis-vs-mitral-regurgitation,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: comparison table (Other clinical). Visual reinforcement improves retention.,comparison_table,mitral-stenosis-vs-mitral-regurgitation.webp,Mitral Stenosis vs Mitral Regurgitation — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""mitral-stenosis-vs-mitral-regurgitation"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Mitral Stenosis vs Mitral Regurgitation"". Type: comparison table. Cluster: Other clinical. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,heart-anatomy-blood-flow.svg,clinical_illustration,comparison_matrix,dup-0012
LOW,32,Pericarditis vs Cardiac Tamponade,NCLEX-RN (United States),us-rn-nclex-rn,pericarditis-vs-tamponade-prioritization,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: comparison table (Other clinical). Visual reinforcement improves retention.,comparison_table,pericarditis-vs-cardiac-tamponade.webp,Pericarditis vs Cardiac Tamponade — clinical illustration,Visual necessity 46/100 — comparison table reinforces side-by-side comparison with consistent iconography across related lessons. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""pericarditis-vs-tamponade-prioritization"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,36,46,26,39,22,"Premium NurseNest clinical education illustration for ""Pericarditis vs Cardiac Tamponade"". Type: comparison table. Cluster: Other clinical. Side-by-side comparison with consistent iconography across related lessons. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Side-by-side comparison with consistent iconography across related lessons.,heart-anatomy-blood-flow.svg,clinical_illustration,comparison_matrix,dup-0012
LOW,31,Abdominal Aortic Aneurysm,NCLEX-RN (United States),us-rn-nclex-rn,abdominal-aortic-aneurysm-nclex-rn,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,abdominal-aortic-aneurysm.webp,Abdominal Aortic Aneurysm — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""abdominal-aortic-aneurysm-nclex-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,26,37,22,"Premium NurseNest clinical education illustration for ""Abdominal Aortic Aneurysm"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,perfusion-disorders.svg,clinical_illustration,,dup-0007
LOW,31,Antiarrhythmics,NCLEX-RN (United States),us-rn-nclex-rn,antiarrhythmics-nursing-simplified,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,antiarrhythmics.webp,Antiarrhythmics — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""antiarrhythmics-nursing-simplified"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,26,37,22,"Premium NurseNest clinical education illustration for ""Antiarrhythmics"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,heart-anatomy-blood-flow.svg,clinical_illustration,,dup-0012
LOW,31,Anticoagulants and Antiplatelets,NCLEX-RN (United States),us-rn-nclex-rn,anticoagulants-antiplatelets-nursing-nclex,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,anticoagulants-and-antiplatelets.webp,Anticoagulants and Antiplatelets — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""anticoagulants-antiplatelets-nursing-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,26,37,22,"Premium NurseNest clinical education illustration for ""Anticoagulants and Antiplatelets"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,heart-anatomy-blood-flow.svg,clinical_illustration,,dup-0012
LOW,31,Cardiac medications (ischemia & rhythm),NCLEX-RN (United States),us-rn-nclex-rn,med-family-cardiac-gold,Cardiac · Arrhythmias,cardiac_arrhythmias,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: ecg strip (Cardiac · Arrhythmias). Visual reinforcement improves retention.,ecg_strip,cardiac-medications-ischemia-rhythm.webp,Cardiac medications (ischemia & rhythm) — clinical illustration,Visual necessity 43/100 — ecg strip reinforces rhythm-focused strip plus brief annotation panel; keep grid calm and blossom-tinted. Cluster: Cardiac · Arrhythmias. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""med-family-cardiac-gold"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,26,37,22,"Premium NurseNest clinical education illustration for ""Cardiac medications (ischemia & rhythm)"". Type: ecg strip. Cluster: Cardiac · Arrhythmias. Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted.,cardiac-medication-mechanisms.svg,clinical_illustration,ecg_rhythm_family,dup-0010
LOW,31,Dysrhythmias,NCLEX-RN (United States),us-rn-nclex-rn,us-rn-dysrhythmias,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,dysrhythmias.webp,Dysrhythmias — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""us-rn-dysrhythmias"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,26,37,22,"Premium NurseNest clinical education illustration for ""Dysrhythmias"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,myocardial-infarction.svg,clinical_illustration,,dup-0014
